Session ID,Session Code,Title,Session Type,Level,Format,Speaker Names,Last Update
81622,BRK2167,Build a highly secure and scalable mobile backend using App Center,Breakout: 45 Minute,Intermediate (200),Session,Amanda Chew,2019-09-11T23:55:12Z
82946,BRK3170,Build and manage distributed micro-perimeters with Azure Firewall,Breakout: 45 Minute,Advanced (300),Session,Prasetha Warrier;Yair Tor,2019-09-02T03:00:58Z
81060,BRK3048,Build high performance time series and log data analysis solutions with Azure Data Explorer,Breakout: 45 Minute,Advanced (300),Session,Uri Barash,2019-09-10T17:21:09Z
81615,BRK3068,Build Python apps in Azure faster with Visual Studio Code,Breakout: 45 Minute,Advanced (300),Session,Nicolas Garfinkel,2019-09-11T23:50:12Z
83913,BRK2174,Build your adoption success hub,Breakout: 75 Minute,Intermediate (200),Session,,2019-09-11T18:00:13Z
81763,BRK3114,Building a path to digital privacy with decentralized identities,Breakout: 45 Minute,Advanced (300),Session,Brandon Murdoch,2019-09-11T19:55:16Z
79931,BRK3014,Building a real-time personalization engine using Azure Cosmos DB and new built-in Spark capabilities,Breakout: 45 Minute,Advanced (300),Session,Sri Chintala,2019-09-02T03:00:58Z
81605,BRK3063,Building enterprise capable serverless applications,Breakout: 45 Minute,Advanced (300),Session,Eduardo Laureano,2019-09-11T22:30:56Z
81067,BRK3029,"Building enterprise ready, scalable AI solutions using Azure Cognitive Services",Breakout: 45 Minute,Advanced (300),Session,Anand Raman,2019-09-02T03:00:58Z
79933,BRK3016,Building event driven apps with Azure Cosmos DB and Azure Functions,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T17:35:48Z
82908,BRK3125,Building high-value integrated data center solutions for Microsoft Azure Stack,Breakout: 45 Minute,Advanced (300),Session,Vijay Tewari;Hector Linares,2019-09-02T03:00:58Z
81009,BRK3018,Building modern apps that scale to billions of events with Azure Database for PostgreSQL and Hyperscale (Citus),Breakout: 45 Minute,Advanced (300),Session,Umur Cubukcu,2019-09-02T03:00:58Z
81324,BRK3039,Building PWAs to reach users on Windows and beyond,Breakout: 45 Minute,Advanced (300),Session,Jeff Burtoft,2019-09-05T16:21:19Z
82913,BRK3129,Building resilient applications in Azure,Breakout: 45 Minute,Advanced (300),Session,,2019-09-02T03:00:58Z
82911,BRK3127,Building scale out applications with Azure Virtual Machines Scale Sets,Breakout: 45 Minute,Advanced (300),Session,,2019-09-02T03:00:58Z
81606,BRK3064,Building serverless web applications in Azure,Breakout: 45 Minute,Advanced (300),Session,Matt Hernandez;Daria Grigoriu,2019-09-12T19:01:09Z
79802,BRK1041,Built in and cloud powered - elevate your endpoint security with Microsoft Defender ATP,Breakout: 45 Minute,Foundational (100),Session,Heike Ritter,2019-09-09T21:45:14Z
81149,BRK2019,Choosing the best language for your machine learning solution: From R to Python,Breakout: 45 Minute,Intermediate (200),Session,Daniel Schneider,2019-09-02T03:00:58Z
81608,BRK2072,Cloud native applications with .NET Core and Azure Kubernetes Service,Breakout: 45 Minute,Intermediate (200),Session,Shayne Boyer,2019-09-11T23:36:00Z
81627,BRK2079,Cloud support is a team sport,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-02T03:00:58Z
81056,BRK3045,Code-free ETL using Azure Data Factory and Data Share,Breakout: 45 Minute,Advanced (300),Session,Gaurav Malhotra,2019-09-02T03:00:58Z
83480,BRK1066,Collaboration on the go with the Microsoft Teams mobile app,Breakout: 45 Minute,Foundational (100),Session,Marissa Salazar,2019-09-11T17:45:12Z
81522,BRK2053,"Collaboration, engagement, and knowledge in the intelligent workplace",Breakout: 45 Minute,Intermediate (200),Session,Jeff Teper,2019-09-02T03:00:58Z
81617,BRK3069,Community powered continuous integration with GitHub Actions,Breakout: 45 Minute,Advanced (300),Session,Edward Thompson,2019-09-04T22:00:39Z
81688,BRK3084,Configure Windows 10 devices for the best user experience and privacy with Microsoft Intune,Breakout: 45 Minute,Advanced (300),Session,Lisa Garland,2019-09-06T21:50:12Z
81559,BRK2061,Configuring office.com to work for your organization,Breakout: 45 Minute,Intermediate (200),Session,Karmen Smails,2019-09-05T00:30:55Z
81714,BRK3105,Connect your workforce to all the apps they need with Azure Active Directory,Breakout: 45 Minute,Advanced (300),Session,Ben Vincent;ADAM STEENWYK,2019-09-09T21:05:11Z
79735,BRK3154,Connecting IAM and CASB for an end-to-end app security strategy,Breakout: 45 Minute,Advanced (300),Session,Alex Esibov;Dana Kaufman,2019-09-11T05:35:13Z
81609,BRK2073,Create amazing web apps with ASP.NET Core,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-12T17:11:04Z
81640,BRK4009,Create contextual and intelligent experiences with the Excel and Azure Platform,Breakout: 45 Minute,Expert (400),Session,Keyur Patel,2019-09-12T20:50:12Z
81151,BRK2020,Creating a model factory with automated machine learning,Breakout: 45 Minute,Intermediate (200),Session,Tzvi Keisar,2019-09-10T05:45:13Z
83903,BRK2193,Customer story: How to achieve a secure and modern login experience with Microsoft Azure and Office 365,Breakout: 45 Minute,Intermediate (200),Partner Led Session,,2019-09-12T17:30:45Z
82920,BRK3133,Customizing images made easy for Linux on Azure with Azure Image Builder Service and Shared Image Gallery,Breakout: 45 Minute,Advanced (300),Session,Daniel Sol,2019-09-02T03:00:58Z
79932,BRK3015,Data modelling and partitioning in Azure Cosmos DB: What every relational database developer needs to know,Breakout: 45 Minute,Advanced (300),Session,Thomas Weiss,2019-09-02T03:00:58Z
81556,BRK2059,Data residency with Office 365 datacenters,Breakout: 45 Minute,Intermediate (200),Session,Andy Bergen;Brian Day;Adriana Wood,2019-09-10T04:10:13Z
81034,BRK3021,Data virtualization with PolyBase in SQL Server 2019,Breakout: 45 Minute,Advanced (300),Session,Umachandar Jayachandran,2019-09-02T03:00:58Z
81155,BRK2170,Database modernization best practices and lessons learned,Breakout: 45 Minute,Intermediate (200),Session,Jayakesh Venu;Venkata Raj Pochiraju,2019-09-11T17:50:44Z
81610,BRK2074,Debugging tips and tricks in Visual Studio 2019,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-12T16:55:45Z
81314,BRK2027,Deep dive on the new Microsoft Project,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-02T03:00:58Z
81154,BRK3205,Deep dive with data migration tools and Azure Database Migration Service,Breakout: 45 Minute,Advanced (300),Session,Venkata Raj Pochiraju;Jayakesh Venu,2019-09-11T17:50:44Z
81501,BRK3003,"Deep dive: Yammer compliance, security, and administration",Breakout: 45 Minute,Advanced (300),Session,Keith Chambers,2019-09-02T03:00:58Z
82945,BRK3169,Deliver highly available and secure web applications with Azure Application Gateway and Web Application Firewall (WAF),Breakout: 45 Minute,Advanced (300),Session,Amit Srivastava,2019-09-02T03:00:58Z
82943,BRK3168,Delivering services privately in your VNet with Azure Private Link,Breakout: 45 Minute,Advanced (300),Session,Sumeet Mittal,2019-09-02T03:00:58Z
83498,BRK3208,"Democratizing self-service data preparation within Microsoft Power BI, PowerApps and Flow using Dataflows",Breakout: 45 Minute,Advanced (300),Session,Miguel Llopis;Ben Sack,2019-09-11T18:00:13Z
81054,BRK3050,Democratizing the data lake with the next generation of Azure analytics,Breakout: 45 Minute,Advanced (300),Session,Maja Damjanic,2019-09-11T17:50:44Z
81188,BRK2122,Demystifying Microsoft Information Protection solutions: A panel discussion with the product experts,Breakout: 45 Minute,Intermediate (200),Session,Mas Libman;Kartik Anil Shah;Mike Paer;Enrique Saggese,2019-09-12T18:06:24Z
81555,BRK2058,"Deploy Office 365 groups at scale to power Microsoft Teams, Outlook, Yammer, and SharePoint",Breakout: 45 Minute,Intermediate (200),Session,,2019-09-05T19:20:44Z
81579,BRK3224,Deploying a modern data warehouse in just few clicks,Breakout: 45 Minute,Advanced (300),Session,Matthew Hicks,2019-09-11T17:55:13Z
83000,BRK3225,Develop great workspaces with the Microsoft Teams platform: What’s new and what’s coming ,Breakout: 45 Minute,Advanced (300),Session,Sharad Goel,2019-09-11T17:55:13Z
81970,BRK3186,Developing secure applications in Azure,Breakout: 45 Minute,Advanced (300),Session,Shawn Hernan,2019-09-12T01:26:19Z
81642,BRK3075,Developing with the Fluid Framework,Breakout: 45 Minute,Advanced (300),Session,Tyler Butler;Peter Allenspach,2019-09-12T21:10:12Z
79242,BRK1018,"Digital transformation using Office 365: How key customers used O365 features to work more effectively together plus learn what’s new in Word, Excel and PowerPoint",Breakout: 75 Minute,Foundational (100),Session,Patrick Gan;Megan Dohnal,2019-09-12T22:06:24Z
82907,BRK2138,Discover Azure Stack HCI,Breakout: 45 Minute,Intermediate (200),Session,Cosmo Darwin,2019-09-02T03:00:58Z
81427,BRK2040,Discover how a large Fortune 500 customer used workplace intelligence to drive digital transformation (customer panel),Breakout: 45 Minute,Intermediate (200),Session,Erik Anderson,2019-09-02T03:00:58Z
81973,BRK2149,Discovering the end-to-end Linux on Azure experience,Breakout: 45 Minute,Intermediate (200),Session,Boris Baryshinkov;Alfrid Sin,2019-09-02T03:00:58Z
83536,BRK3206,Do more with your data from edge to cloud using Data Box Edge,Breakout: 45 Minute,Advanced (300),Session,Stephanie Krieger;Andrew Mason;Chris Dickens,2019-09-04T04:50:42Z
83394,BRK2168,Driving demand for digital process automation with Nintex and Microsoft,Breakout: 45 Minute,Intermediate (200),Partner Led Session,,2019-09-10T00:26:05Z
83889,BRK1075,Driving end user adoption with partner services,Breakout: 45 Minute,Foundational (100),Session,Ginny Hoban,2019-09-11T18:00:13Z
83492,BRK1059,Driving engineering culture change at Microsoft: An experimental journey,Breakout: 45 Minute,Foundational (100),Session,Cindy Alvarez,2019-09-11T17:45:12Z
82897,BRK2133,Driving retail and manufacturing industry transformation with SAP on Azure,Breakout: 45 Minute,Intermediate (200),Session,Colin Wright,2019-09-02T03:00:58Z
81716,BRK3106,Eliminate your weakest link with passwordless authentication,Breakout: 45 Minute,Advanced (300),Session,Aabha Thipsay;Libby Brown,2019-09-11T03:35:12Z
81553,BRK2056,Embrace Office 365 Groups: What's new and what's next,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:55:13Z
83459,BRK1069,Empower your firstline workforce with Microsoft Teams,Breakout: 45 Minute,Foundational (100),Session,Keara James,2019-09-11T17:45:12Z
81500,BRK3002,Engaging leaders and employees on Yammer,Breakout: 45 Minute,Advanced (300),Session,Kasia Krzoska,2019-09-11T17:55:13Z
81070,BRK4002,"Enterprise AI scenarios for speech, technical edition",Breakout: 45 Minute,Expert (400),Session,Heiko Rahmel,2019-09-02T03:00:58Z
81614,BRK3067,Enterprise-grade Node.js on Azure,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T17:01:38Z
82964,BRK3226,"Every team, connected: Develop Microsoft Teams apps with Microsoft Graph",Breakout: 45 Minute,Advanced (300),Session,Nick Kramer,2019-09-11T17:55:13Z
79638,BRK2088,Exploring the future of Windows with the Insider Program,Breakout: 45 Minute,Intermediate (200),Panel Discussion,Dona Sarkar,2019-09-05T22:50:12Z
81412,BRK3000,Extend search beyond Microsoft 365: A sneak peek at Microsoft Graph connectors,Breakout: 45 Minute,Advanced (300),Session,,2019-09-03T18:05:49Z
81179,BRK2121,Extend the power of sensitivity labeling and protection to your own apps and ISV solutions with the Microsoft Information Protection (MIP) SDK,Breakout: 45 Minute,Intermediate (200),Session,Kartik Kanakasabesan;Tom Moser,2019-09-10T03:35:12Z
84122,BRK3227,"Extending Azure Resource Manager (ARM), Azure's control plane",Breakout: 45 Minute,Advanced (300),Session,Gaurav Bhatnagar;Evan Hissey,2019-09-11T18:00:13Z
81245,BRK3038,Extending the new Microsoft Project with the Power Platform,Breakout: 45 Minute,Advanced (300),Session,Dilip Radhakrishnan,2019-09-11T00:50:45Z
81495,BRK2045,External file sharing in Microsoft 365,Breakout: 45 Minute,Advanced (300),Session,,2019-09-06T23:25:10Z
81958,BRK3228,Files are critical to your business: Modernize your file services with Windows Server 2019 and Azure,Breakout: 45 Minute,Advanced (300),Session,Ned Pyle,2019-09-11T17:55:13Z
81697,BRK2127,Find that needle in the haystack: Identifying and investigating compromised users and suspicious activities at the hybrid organization,Breakout: 45 Minute,Intermediate (200),Session,Eyal Manor,2019-09-11T17:36:09Z
81069,BRK3031,Five enterprises transformed by computer vision on the cloud and at the edge,Breakout: 45 Minute,Advanced (300),Session,Cornelia Carapcea,2019-09-02T03:00:58Z
83756,BRK1076,Future of work: Workforce evolution and human cloud,Breakout: 45 Minute,Foundational (100),Session,Anka Twum-Baah;Liane Scult,2019-09-11T18:00:13Z
81576,BRK3042,Gaining business insights with open source analytics on Azure HDInsight: Patterns and best practices,Breakout: 45 Minute,Advanced (300),Session,Arindam Chatterjee,2019-09-10T17:21:09Z
81057,BRK3094,Gaining visibility into your company's data estate with Azure Data Catalog,Breakout: 45 Minute,Advanced (300),Session,Jennifer Stevens;Yaron Goland,2019-09-12T17:20:59Z
81008,BRK2003,Get ahead with Outlook mobile: Intelligent technology that helps you stay on top of your day,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-06T15:25:11Z
81239,BRK1010,Get more done with Microsoft Planner,Breakout: 45 Minute,Foundational (100),Session,,2019-09-04T20:30:11Z
81173,BRK2022,Get started with Microsoft Search in Bing and Edge,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T18:55:56Z
82928,BRK3138,Global transit network architectures with Azure Virtual WAN,Breakout: 45 Minute,Advanced (300),Session,,2019-09-02T03:00:58Z
81178,BRK2120,"Got Azure Information Protection? Navigating unified labeling, policy configuration, clients, and analytics",Breakout: 45 Minute,Intermediate (200),Session,Maayan Naaman Rand;Mavi Etzyon-Grizer,2019-09-10T03:35:12Z
81727,BRK3109,Govern your workforce and guest user access with Azure Active Directory,Breakout: 45 Minute,Advanced (300),Session,Joseph Dadzie;Mark Wahl,2019-09-11T19:40:13Z
83488,BRK3218,Governance and security for Microsoft Teams,Breakout: 45 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
81061,BRK2066,Grab Taxi and Bentley Systems: Leveraging real-time insights offered by Azure Stream Analytics for business innovation,Breakout: 45 Minute,Intermediate (200),Session,Jean-Sebastian Brunner;Marcus Kellermann,2019-09-12T17:20:59Z
79630,BRK1071,Harness the power of Bing Maps Location Insights in your enterprise applications,Breakout: 45 Minute,Foundational (100),Session,Dietmar Rabel,2019-09-11T17:45:12Z
81597,BRK2068,How DNV GL uses Kubernetes for machine learning and enterprise-wide microservice oriented apps,Breakout: 45 Minute,Intermediate (200),Session,Mohammed Nofal,2019-09-11T22:25:12Z
81733,BRK2132,How Microsoft uses Identity Protection to protect its assets without disruptions,Breakout: 45 Minute,Intermediate (200),Session,Sarah Handler;Caleb Baker;Biju Mathew,2019-09-11T19:45:49Z
79406,BRK3093,"How the new Office apps on Windows, the web, and mobile can help simplify your employees’ lives",Breakout: 45 Minute,Advanced (300),Session,Karmen Smails,2019-09-02T03:00:58Z
81258,BRK1073,How to accelerate your journey to Microsoft 365 ,Breakout: 45 Minute,Foundational (100),Session,,2019-09-11T17:45:12Z
81003,BRK4000,"How to build high performance, mission-critical apps using Azure Cosmos DB",Breakout: 45 Minute,Expert (400),Session,,2019-09-12T17:11:04Z
79748,BRK1001,How to capitalize on the best of Microsoft 365 with Microsoft Surface,Breakout: 45 Minute,Foundational (100),Session,Robert Henry,2019-09-11T17:45:12Z
81621,BRK2166,How to choose the right infrastructure management tool for the job,Breakout: 45 Minute,Intermediate (200),Session,Damien Caro,2019-09-11T23:55:12Z
83468,BRK1065,How to manage governance and automation in Teams for Education,Breakout: 45 Minute,Foundational (100),Session,Tosin Bosede,2019-09-11T17:45:12Z
82918,BRK3132,How to move VMWare workloads to Azure,Breakout: 45 Minute,Advanced (300),Session,Markus Hain,2019-09-02T03:00:58Z
83739,BRK1068,How to move your existing apps to MSIX,Breakout: 45 Minute,Foundational (100),Session,Tanaka Jimha,2019-09-11T17:45:12Z
81309,BRK2124,How to operationalize making ongoing security posture assessments and improvements part of your organization’s DNA,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-10T23:45:13Z
81965,BRK3117,How to use and create AI solutions with Azure Data Box Edge and Azure Stack,Breakout: 45 Minute,Advanced (300),Session,Chris Dickens;Henry Jerez,2019-09-02T03:00:58Z
81978,BRK3118,How to use automation for Linux workloads deployment on Azure,Breakout: 45 Minute,Advanced (300),Session,Ron Dominiquez,2019-09-02T03:00:58Z
81618,BRK2076,How to use GitHub effectively in your company,Breakout: 45 Minute,Intermediate (200),Session,Brian Douglas,2019-09-05T02:05:38Z
81419,BRK2036,How to use new intelligent tools in Workplace Analytics to lead organizational transformation,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:50:44Z
83989,BRK2182,Hybrid governance and management is here,Breakout: 45 Minute,Intermediate (200),Session,Jian Yan,2019-09-11T18:00:13Z
82949,BRK3173,Hyper-V roadmap,Breakout: 45 Minute,Advanced (300),Session,Ben Armstrong,2019-09-02T03:00:58Z
83535,BRK2171,"Improve and automate workflows with mixed reality, Microsoft Dynamics 365, and Power Apps",Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T18:00:13Z
81726,BRK2131,Increase M&A agility by integrating quickly and securely with identity,Breakout: 45 Minute,Advanced (300),Session,Nitika Gupta;Chetan Desai,2019-09-11T19:31:15Z
81607,BRK2071,Increase your .NET productivity with Visual Studio and Visual Studio for Mac,Breakout: 45 Minute,Intermediate (200),Session,Kendra Havens,2019-09-11T23:26:55Z
81012,BRK2065,"Innovations to boost productivity with Azure-managed MySQL, Postgres, and MariaDB databases",Breakout: 45 Minute,Intermediate (200),Session,Sudhakar Sannakkayla,2019-09-02T03:00:58Z
82058,BRK3097,Inside Azure datacenter architecture with Mark Russinovich,Breakout: 75 Minute,Advanced (300),Session,,2019-09-09T00:30:10Z
82896,BRK2173,Insider info from Microsoft’s CISO,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:55:13Z
79631,BRK1074,Introducing Bing Maps Geospatial Analytics platform for enterprise business planning,Breakout: 45 Minute,Foundational (100),Session,Erik Lindeman;Seshagiri Cherukuri,2019-09-11T17:45:12Z
81077,BRK2015,Introducing Form Recognizer for AI driven information extraction from forms,Breakout: 45 Minute,Intermediate (200),Session,Neta Haiby,2019-09-02T03:00:58Z
81055,BRK3051,Introducing the Streaming Data Warehouse with Azure SQL Data Warehouse,Breakout: 45 Minute,Advanced (300),Session,Igor Stanko,2019-09-12T17:20:59Z
81594,BRK3175,Java on Azure: Building Spring Boot microservices,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T16:55:45Z
82906,BRK3124,Jumpstart your Azure Stack HCI deployment,Breakout: 45 Minute,Advanced (300),Session,Cosmo Darwin;Carmen Crincoli;Dan Cuomo,2019-09-04T03:00:30Z
81964,BRK3096,Keep users productive and data secure in a cloud-first world: Secure browsing with Microsoft Edge,Breakout: 45 Minute,Advanced (300),Session,Arunesh Chandra,2019-09-05T20:50:11Z
81076,BRK2014,Knowledge mining: AI-driven content understanding with cognitive search on Azure,Breakout: 45 Minute,Intermediate (200),Session,Elad Ziklik,2019-09-02T03:00:58Z
83243,BRK2153,Learn from Siemens: Solving business and IT needs with a pioneering taxbot,Breakout: 45 Minute,Intermediate (200),Partner Led Session,Klaus Zünkler;Michael Tobai;Florian Schelle,2019-09-10T14:15:16Z
81261,BRK2178,Learn how FastTrack can help migrate your data to Microsoft 365 at no additional cost,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:50:44Z
81259,BRK2176,Learn how FastTrack can help to securely deploy Microsoft 365,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:50:44Z
82902,BRK3120,Learn how to run network-attached storage workflows in Azure,Breakout: 45 Minute,Advanced (300),Session,Scott Jeschonek,2019-09-02T03:00:58Z
81966,BRK2050,Learn why SAP customers with leading brands and large mission critical landscapes are migrating their SAP to Azure,Breakout: 45 Minute,Intermediate (200),Session,Naga Surendran,2019-09-02T03:00:58Z
